"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.144278058E1,-3.887399997E-1,1.254688226E0,1.032320076E-1
2.145285058E1,-3.690553482E-1,1.317969717E0,3.628600770E-1
2.146292058E1,-3.587942156E-1,1.415011862E0,6.003576046E-1
2.147299058E1,-4.209472675E-1,1.524669960E0,8.358319956E-1
2.148306058E1,-5.985042565E-1,1.668436328E0,1.006364871E0
2.149313058E1,-7.512791377E-1,1.828045143E0,1.171096138E0
2.150320058E1,-8.190936830E-1,1.931488235E0,1.476992056E0
2.151327058E1,-7.856522872E-1,1.973765358E0,1.888573472E0
2.152334058E1,-7.292553075E-1,2.081217886E0,2.259084046E0
2.153341158E1,-6.340077460E-1,2.248909014E0,2.472771712E0
2.154348158E1,-4.322383871E-1,2.323439087E0,2.557071605E0
2.155355158E1,-3.294770072E-1,2.392559315E0,2.720998296E0
2.156362158E1,-4.092236732E-1,2.403835378E0,2.903121521E0
2.157369158E1,-5.445838650E-1,2.234620758E0,3.113062876E0
2.158376158E1,-6.080428925E-1,1.946650650E0,3.515075909E0
2.159383158E1,-5.485173601E-1,1.536928063E0,3.852296530E0
2.160390158E1,-4.417340460E-1,1.060639603E0,3.807572932E0
2.161397158E1,-3.750621928E-1,5.666381738E-1,3.390610907E0
2.162404158E1,-1.946973708E-1,5.851484120E-2,2.640790284E0
2.163411158E1,4.210126832E-2,-3.358807316E-1,1.511599386E0
2.164418158E1,2.696389411E-1,-4.850756550E-1,3.997747189E-1
2.165425158E1,3.147314988E-1,-4.504431814E-1,-6.043506682E-2
2.166432158E1,-5.423541024E-2,-4.740732417E-1,1.366201937E-2
2.167439158E1,-5.008616754E-1,-5.164240399E-1,1.443812031E-1
2.168446158E1,-7.424985932E-1,-5.140600106E-1,2.582557279E-1
2.169453158E1,-8.522464456E-1,-5.279184964E-1,2.950803226E-1
2.170460158E1,-7.826873834E-1,-6.068754959E-1,2.196781379E-1
2.171467158E1,-5.098114237E-1,-7.059562728E-1,5.003988683E-2
2.172474158E1,-9.374190353E-2,-8.029709360E-1,-2.074457628E-1
2.173481158E1,2.952526693E-1,-8.924269035E-1,-6.616118664E-1
2.174488258E1,4.480725740E-1,-1.016856822E0,-8.773220837E-1
2.175495258E1,4.567438486E-1,-1.033358249E0,-9.907873034E-1
2.176502258E1,5.767306142E-1,-1.031924804E0,-1.375565084E0
2.177509258E1,7.563572252E-1,-1.071742589E0,-1.879062976E0
2.178516258E1,9.282204880E-1,-1.018817978E0,-2.334112594E0
2.179523258E1,1.019186791E0,-8.769525397E-1,-2.624528008E0
2.180530258E1,9.764841369E-1,-6.928748819E-1,-2.669822879E0
2.181537258E1,8.141736165E-1,-4.920025590E-1,-2.551555341E0
2.182544329E1,7.199186929E-1,-2.611799204E-1,-2.457511649E0
2.183551329E1,7.589805785E-1,-3.711227775E-2,-2.524335968E0
2.184558329E1,7.473950516E-1,1.170703205E-1,-2.643645480E0
2.185565329E1,8.000816806E-1,2.370584017E-1,-2.585669752E0
2.186572329E1,8.242084618E-1,3.622908506E-1,-2.414023567E0
2.187579329E1,8.680933502E-1,4.122860062E-1,-2.140570925E0
2.188586329E1,9.295753609E-1,4.478022864E-1,-1.810172251E0
2.189593329E1,1.016055607E0,5.433835047E-1,-1.500858636E0
2.190600329E1,9.704908870E-1,6.072277907E-1,-1.225742462E0
2.191607329E1,7.995973849E-1,6.258774850E-1,-8.219542140E-1
2.192614429E1,6.696218940E-1,7.114444694E-1,-4.808481181E-1
2.193621429E1,7.262697923E-1,6.699046800E-1,-5.335841560E-1
2.194628429E1,9.251288458E-1,5.244999218E-1,-6.592495912E-1
2.195635429E1,1.119267515E0,5.176838225E-1,-6.652622831E-1
2.196642429E1,1.172329243E0,5.610900432E-1,-6.386609602E-1
2.197649429E1,1.206142595E0,6.035683107E-1,-6.376178169E-1
2.198656429E1,1.113029267E0,7.007721314E-1,-6.185038537E-1
2.199663429E1,8.649489368E-1,8.473887250E-1,-5.403675109E-1
2.200670429E1,6.344685797E-1,1.050705184E0,-3.286883640E-1
2.201677429E1,5.682617994E-1,1.264744267E0,-6.071397901E-2
2.202684429E1,5.119767939E-1,1.502795234E0,1.120805991E-1
2.203691429E1,4.694292368E-1,1.830975182E0,1.356150573E-1
2.204698429E1,5.160343230E-1,2.123118156E0,2.671165985E-1
2.205705429E1,5.887119976E-1,2.331344522E0,6.604172802E-1
2.206712429E1,4.975900121E-1,2.447672831E0,1.075152100E0
2.207719429E1,2.591658470E-1,2.301141607E0,1.603305947E0
2.208726429E1,-4.393882893E-2,2.103826730E0,2.376299086E0
2.209733429E1,-4.074477276E-1,1.721929581E0,3.262834627E0
2.210740429E1,-6.496002236E-1,1.298635899E0,3.983368886E0
2.211747429E1,-6.356536641E-1,8.544781816E-1,4.314078632E0
2.212754429E1,-4.698468011E-1,3.453821647E-1,4.338180855E0
2.213761529E1,-6.765688978E-2,-1.182770397E-1,4.147863926E0
2.214768529E1,4.009224542E-1,-4.288948761E-1,3.517979636E0
2.215775529E1,1.148201439E0,-4.341487455E-1,2.626091554E0
2.216782529E1,1.725991934E0,-4.561570805E-1,1.857534113E0
2.217789529E1,2.101997429E0,-6.789061761E-1,9.789051765E-1
2.218796529E1,2.328359811E0,-2.591693553E-1,3.386029029E-1
2.219803529E1,2.015849523E0,-6.082492992E-2,3.341268593E-1
2.220810529E1,1.630043364E0,-2.711748585E-2,3.604077548E-1
2.221817529E1,1.436606507E0,1.280420360E-1,4.111855602E-1
2.222824529E1,1.135346262E0,1.679963529E-1,4.314835846E-1
2.223831529E1,7.946187732E-1,-4.140588820E-2,2.613740480E-1
2.224838529E1,4.445326696E-1,-3.309740406E-1,2.265328288E-2
2.225845529E1,1.305993523E-1,-4.440033504E-1,-3.569584823E-1
2.226852529E1,8.405902404E-3,-4.714264995E-1,-8.743791801E-1
2.227859529E1,9.319418387E-2,-6.245144990E-1,-1.489744248E0
2.228866529E1,2.766650834E-1,-7.819031256E-1,-2.053695919E0
2.229873529E1,4.053880825E-1,-8.779652774E-1,-2.483040592E0
2.230880529E1,4.068181652E-1,-9.150120664E-1,-2.803976133E0
2.231887629E1,3.215395947E-1,-7.699274433E-1,-2.854000232E0
2.232894629E1,2.861328401E-1,-4.365864497E-1,-2.868358655E0
2.233901629E1,2.289023033E-1,-2.837092423E-1,-3.034809004E0
2.234908629E1,3.461325087E-2,-2.434157869E-1,-3.028258953E0
2.235915629E1,-6.107102461E-2,-3.721401930E-2,-2.962713420E0
2.236922629E1,-1.134786683E-1,1.771718037E-1,-2.853506142E0
2.237929629E1,-2.065541355E-1,3.302551255E-1,-2.801456568E0
2.238936629E1,-2.364605970E-1,4.134621736E-1,-2.735252638E0
2.239943629E1,-2.121945059E-1,4.495029491E-1,-2.591797049E0
2.240950629E1,-3.270090437E-1,5.225799885E-1,-2.308664342E0
2.241957629E1,-4.917660391E-1,6.244285449E-1,-2.039571970E0
2.242964629E1,-4.752667315E-1,6.589861742E-1,-1.825874364E0
2.243971629E1,-3.181274886E-1,6.515461770E-1,-1.615125509E0
2.244978629E1,-1.450850616E-1,6.691191065E-1,-1.256046242E0
2.245985629E1,-2.950600035E-2,7.611241677E-1,-9.295207626E-1
2.246992629E1,7.269697040E-2,8.779597226E-1,-5.377198917E-1
2.247999629E1,8.620038405E-3,9.743630594E-1,-1.353343910E-1
2.249006629E1,-6.173278324E-2,1.055112230E0,1.276938343E-1
2.250013729E1,-3.965435475E-2,1.148552198E0,1.963875085E-1
2.251020729E1,-1.143708073E-2,1.255740725E0,2.760143065E-1
2.252027729E1,-5.534660049E-2,1.418860207E0,3.713771313E-1
2.253034729E1,-6.829109341E-2,1.544848116E0,3.905659389E-1
2.254041729E1,-1.377941684E-1,1.734481214E0,5.929918671E-1
2.255048729E1,-3.086546338E-1,1.967219692E0,8.821232325E-1
2.256055729E1,-4.514654209E-1,2.054727952E0,1.309593873E0
2.257062729E1,-4.785852456E-1,2.124175333E0,1.764529470E0
2.258069729E1,-4.503676061E-1,2.301840934E0,2.290334491E0
2.259076729E1,-4.277552538E-1,2.491593022E0,2.617404930E0
2.260083729E1,-3.277933015E-1,2.553303951E0,2.668579761E0
2.261090729E1,-1.879740961E-1,2.545238887E0,2.687846337E0
2.262097729E1,-1.988067940E-1,2.482237185E0,2.815899775E0
2.263104729E1,-2.965032426E-1,2.240113340E0,3.081548722E0
2.264111729E1,-4.136950390E-1,1.789992340E0,3.412750220E0
2.265118729E1,-4.688467079E-1,1.351363458E0,3.449144459E0
2.266125729E1,-3.875886829E-1,9.137098914E-1,3.075897973E0
2.267132729E1,-1.874588102E-1,5.528317282E-1,2.470131109E0
2.268139829E1,-8.703434318E-3,3.042426172E-1,1.876617671E0
2.269146829E1,1.106439382E-2,1.844717601E-1,1.635804187E0
2.270153829E1,-1.644327673E-1,1.980314532E-1,1.885773826E0
2.271160829E1,-3.915237129E-1,1.976926070E-1,2.042658715E0
2.272167829E1,-5.316191992E-1,7.544983953E-2,2.017824420E0
2.273174829E1,-4.784456433E-1,-1.181283742E-2,1.989480627E0
2.274181829E1,-3.471165951E-1,-1.258768120E-1,1.952982307E0
2.275188829E1,-4.778900117E-2,-3.200909105E-1,1.730218009E0
2.276195829E1,3.428365794E-1,-4.643583852E-1,1.258754087E0
2.277202829E1,6.994630860E-1,-6.320006892E-1,6.368003762E-1
2.278209829E1,9.402644366E-1,-7.609136680E-1,7.841700912E-2
2.279216829E1,8.381328750E-1,-8.183827347E-1,-3.048890269E-1
2.280223829E1,4.962821361E-1,-9.511548758E-1,-7.121435040E-1
2.281230829E1,3.805169141E-1,-1.052828600E0,-1.164287640E0
2.282237867E1,3.711319868E-1,-1.079536343E0,-1.464734538E0
2.283244867E1,5.608560084E-1,-1.078952206E0,-1.778870351E0
2.284251867E1,7.645238851E-1,-1.067289934E0,-2.150963767E0
2.285258867E1,8.336976157E-1,-1.062636720E0,-2.414796569E0
2.286265967E1,8.614058165E-1,-9.667008680E-1,-2.597239637E0
2.287272967E1,9.384862983E-1,-8.049990427E-1,-2.745250792E0
2.288279967E1,9.324502176E-1,-6.414705473E-1,-2.869320522E0
2.289286967E1,9.539719181E-1,-4.385198316E-1,-3.008658502E0
2.290293967E1,1.001073141E0,-2.222485739E-1,-3.104183294E0
2.291300967E1,1.016057654E0,-1.543167919E-2,-3.036056215E0
2.292307967E1,1.021367364E0,1.757576546E-1,-2.742714854E0
2.293314967E1,9.869195165E-1,3.862012848E-1,-2.422164645E0
2.294321967E1,8.903030486E-1,5.472643018E-1,-2.176544750E0
2.295328967E1,8.319428663E-1,5.321811166E-1,-1.943982857E0
2.296335967E1,7.385400282E-1,5.409835151E-1,-1.859479482E0
2.297342967E1,5.366498512E-1,4.733034557E-1,-1.812286604E0
2.298349967E1,4.985379919E-1,3.297715607E-1,-1.833863999E0
2.299356967E1,6.162681708E-1,2.070499063E-1,-1.730761800E0
2.300363967E1,6.979714613E-1,1.417911789E-1,-1.459510050E0
2.301370967E1,6.890895407E-1,1.284139189E-1,-1.244700889E0
2.302377967E1,6.763085505E-1,8.406892776E-2,-9.795606494E-1
2.303384967E1,5.568761010E-1,8.799299419E-2,-7.980186367E-1
2.304392067E1,4.141274406E-1,1.016152525E-1,-7.330712736E-1
2.305399067E1,3.100512412E-1,2.055541885E-1,-6.267244542E-1
2.306406067E1,2.313893799E-1,3.961778042E-1,-2.793244153E-1
2.307413067E1,1.922757465E-1,5.993451592E-1,1.322821444E-1
2.308420067E1,4.370486721E-2,9.954007566E-1,5.012946618E-1
2.309427067E1,4.118647143E-2,1.510432282E0,6.859970945E-1
2.310434067E1,1.565444349E-1,1.755423894E0,8.608715272E-1
2.311441067E1,2.336933291E-1,1.825454534E0,1.070443922E0
2.312448067E1,1.880929407E-1,1.862650719E0,1.508703260E0
2.313455067E1,-4.603308231E-2,1.909474930E0,2.530898298E0
2.314462067E1,-4.026106185E-1,1.863295375E0,3.717634569E0
2.315469067E1,-8.451815473E-1,1.424821151E0,4.723915240E0
2.316476067E1,-9.988783881E-1,1.023431724E0,4.948140757E0
2.317483067E1,-7.644652668E-1,6.335290052E-1,4.618511576E0
2.318490067E1,-4.092153409E-1,1.418937975E-1,4.268403692E0
2.319497067E1,-1.501988903E-2,-2.874507295E-1,3.906584419E0
2.320504167E1,5.217284878E-1,-5.263434027E-1,3.432696242E0
2.321511167E1,1.169851412E0,-5.721329485E-1,2.915922246E0
2.322518167E1,1.676865674E0,-5.108544208E-1,2.605157352E0
2.323525167E1,1.953478151E0,-3.983528222E-1,2.360213980E0
2.324532167E1,1.881140784E0,-3.845449148E-1,2.232101485E0
2.325539167E1,1.635837370E0,-3.363194190E-1,2.011504165E0
2.326546167E1,1.568871840E0,-2.775176257E-1,1.798440397E0
2.327553167E1,1.539693503E0,-1.981035201E-1,1.368726765E0
2.328560167E1,1.536726480E0,-1.579110754E-1,7.025721967E-1
2.329567167E1,1.439706116E0,-2.104640955E-1,-7.539224446E-2
2.330574167E1,1.212223114E0,-2.922265890E-1,-7.567314470E-1
2.331581167E1,1.021948431E0,-3.260416219E-1,-1.374626606E0
2.332588167E1,9.265060844E-1,-3.942529008E-1,-2.102339491E0
2.333595167E1,8.790872119E-1,-5.490915567E-1,-2.764560637E0
2.334602167E1,8.343487032E-1,-6.481369579E-1,-3.191047191E0
2.335609167E1,7.372640195E-1,-6.266013703E-1,-3.476325826E0
2.336616167E1,7.068032420E-1,-6.138430381E-1,-3.688173373E0
2.337623267E1,6.965181358E-1,-5.236918366E-1,-3.863141946E0
2.338630267E1,6.207464071E-1,-3.895014533E-1,-4.000701787E0
2.339637267E1,4.794854245E-1,-2.198786974E-1,-4.070512279E0
2.340644267E1,3.274201030E-1,8.504775167E-4,-4.119327759E0
2.341651267E1,2.124727602E-1,1.922295535E-1,-4.112512829E0
2.342658267E1,1.392890091E-1,4.270209897E-1,-3.900972846E0
2.343665267E1,-6.732703373E-2,6.339840648E-1,-3.510453100E0
2.344672267E1,-2.176855530E-1,7.596875069E-1,-2.934346823E0
2.345679267E1,-1.621000206E-1,9.128143904E-1,-2.507151586E0
2.346686267E1,-1.013003799E-1,9.969695646E-1,-2.240522060E0
2.347693267E1,-9.701480940E-2,1.120307516E0,-1.802883112E0
2.348700267E1,-1.506625745E-1,1.189929728E0,-1.342582694E0
2.349707267E1,-3.264006409E-1,1.132418853E0,-8.905747980E-1
2.350714267E1,-3.561233537E-1,1.106154915E0,-6.510471171E-1
2.351721267E1,-2.793771864E-1,1.069387038E0,-5.295104009E-1
2.352728267E1,-1.579467434E-1,1.046853331E0,-4.398953891E-1
2.353735267E1,-9.860437497E-2,1.092922666E0,-3.199643183E-1
2.354742367E1,-1.421282709E-1,1.162282045E0,-2.227455872E-1
2.355749367E1,-3.592647703E-1,1.201450204E0,-5.513631999E-2
2.356756367E1,-6.460778609E-1,1.293897023E0,2.151208180E-1
2.357763367E1,-8.589094940E-1,1.413308861E0,4.817561907E-1
2.358770367E1,-9.287771429E-1,1.476633329E0,7.302833211E-1
2.359777367E1,-8.834353477E-1,1.495974749E0,1.063215594E0
2.360784367E1,-7.524830063E-1,1.542189680E0,1.589964355E0
2.361791367E1,-6.885438493E-1,1.618345278E0,2.174732113E0
2.362798367E1,-7.429684170E-1,1.774156326E0,2.606934906E0
2.363805367E1,-6.689382814E-1,2.072490332E0,2.714816034E0
2.364812367E1,-4.649729276E-1,2.242616533E0,2.555487594E0
2.365819367E1,-3.186850937E-1,2.200641126E0,2.354371442E0
2.366826367E1,-2.481511545E-1,2.072301174E0,2.420286520E0
2.367833367E1,-3.051901585E-1,1.939429923E0,2.716587741E0
2.368840367E1,-5.181309883E-1,1.591676420E0,3.027805209E0
2.369847367E1,-6.800045756E-1,1.176596322E0,3.083015789E0
2.370854467E1,-6.624231675E-1,7.820361498E-1,2.748076167E0
2.371861467E1,-5.709975654E-1,3.324159640E-1,2.158333012E0
2.372868467E1,-4.117129791E-1,-2.366514355E-2,1.455805839E0
2.373875467E1,-2.598505560E-1,-2.028495589E-1,9.480277848E-1
2.374882467E1,-3.049912070E-1,-3.331152910E-1,8.669567245E-1
2.375889467E1,-4.928542060E-1,-4.122190556E-1,1.031664603E0
2.376896467E1,-5.854315634E-1,-4.935052934E-1,1.122187103E0
2.377903467E1,-5.034993544E-1,-5.551978040E-1,1.200622239E0
2.378910467E1,-2.421446022E-1,-5.542029002E-1,1.103267267E0
2.379917467E1,1.381276059E-1,-5.774224859E-1,7.543843746E-1
2.380924467E1,5.205051041E-1,-6.177290976E-1,4.256638509E-1
2.381931467E1,8.105161831E-1,-6.353046584E-1,3.379632175E-2
2.382938442E1,9.714998241E-1,-6.577766776E-1,-3.185492921E-1
2.383945442E1,1.068781851E0,-6.409963381E-1,-6.666983593E-1
2.384952442E1,1.019374633E0,-6.209471127E-1,-1.053217440E0
2.385959442E1,6.774383788E-1,-6.556281182E-1,-1.179923680E0
2.386966542E1,4.444670346E-1,-6.099332973E-1,-1.241750384E0
2.387973542E1,4.570157441E-1,-5.459556949E-1,-1.535070695E0
2.388980542E1,8.295308898E-1,-5.635756946E-1,-1.963034256E0
2.389987542E1,1.208737443E0,-5.192853749E-1,-2.338979232E0
2.390994542E1,1.419762725E0,-3.082441592E-1,-2.567833405E0
2.392001542E1,1.271527622E0,-7.620149910E-2,-2.434802817E0
2.393008542E1,9.271014771E-1,1.192118633E-1,-2.267336807E0
2.394015542E1,5.914818236E-1,2.693180752E-1,-2.176192748E0
2.395022542E1,3.156521429E-1,3.286190745E-1,-2.105844896E0
2.396029542E1,2.936910242E-2,2.800775367E-1,-1.971769411E0
2.397036542E1,-1.661299217E-1,1.855888706E-1,-1.652986815E0
2.398043542E1,-2.669458598E-2,9.150073886E-2,-1.341051893E0
2.399050542E1,2.492412217E-1,2.108038187E-2,-1.213079731E0
2.400057542E1,4.278391613E-1,-4.686221749E-2,-1.179052445E0
2.401064542E1,5.134444450E-1,3.361125737E-2,-1.049813776E0
2.402071542E1,6.399621119E-1,1.699803132E-1,-9.736906296E-1
2.403078642E1,7.799583417E-1,1.989155522E-1,-9.821106201E-1
2.404085642E1,8.528896393E-1,2.230940813E-1,-8.678186041E-1
2.405092642E1,8.117810820E-1,2.602420270E-1,-8.600219268E-1
2.406099642E1,8.785808431E-1,3.030161637E-1,-8.039728564E-1
2.407106642E1,9.502573282E-1,3.338853693E-1,-5.440150040E-1
2.408113642E1,8.411088154E-1,3.392080897E-1,-1.024291849E-1
2.409120642E1,8.197862126E-1,4.096573904E-1,1.829780889E-1
2.410127642E1,8.817145121E-1,4.495862719E-1,3.497862875E-1
2.411134642E1,1.019377411E0,5.353774971E-1,6.347608674E-1
2.412141642E1,1.134208832E0,7.304315481E-1,8.159280735E-1
2.413148642E1,1.190777135E0,1.080478329E0,8.567346221E-1
2.414155642E1,1.180834968E0,1.711645205E0,6.277459627E-1
2.415162642E1,1.057370718E0,2.111484828E0,3.169243509E-1
2.416169642E1,8.307740079E-1,2.128339720E0,2.312491930E-1
2.417176642E1,6.883488446E-1,2.161406601E0,3.358044255E-1
2.418183642E1,6.150779700E-1,2.153960172E0,8.934884655E-1
2.419190742E1,6.627414022E-1,1.893112081E0,1.976779305E0
2.420197742E1,7.386964412E-1,1.435185049E0,3.280077481E0
2.421204742E1,6.889741313E-1,8.912039584E-1,4.000716405E0
2.422211742E1,4.625883599E-1,5.541423815E-1,4.260567253E0
2.423218742E1,4.932630725E-1,2.618406558E-1,3.825636150E0
2.424225742E1,8.740941283E-1,-3.475880268E-1,3.110201833E0
2.425232742E1,1.501976331E0,-6.806603408E-1,2.492197332E0
2.426239742E1,2.218240953E0,-2.817404848E-1,2.100850205E0
2.427246742E1,2.621385130E0,-8.853394935E-1,1.639970913E0
2.428253742E1,2.793883839E0,-8.941524169E-1,8.531906247E-1
2.429260742E1,2.540516091E0,-2.880624944E-1,9.053349245E-1
2.430267742E1,1.848523992E0,-1.939612064E-1,1.064093261E0
2.431274742E1,1.329150617E0,-3.025589114E-1,8.595062023E-1
2.432281742E1,1.071956524E0,-2.407386392E-1,7.230725348E-1
2.433288742E1,7.939956062E-1,-1.465540284E-1,5.203793889E-1
2.434295842E1,5.641364425E-1,-1.312571275E-1,8.593068123E-3
2.435302842E1,4.598818300E-1,-1.567849016E-1,-6.835962278E-1
2.436309842E1,4.164575926E-1,-1.359161890E-1,-1.459457425E0
2.437316842E1,5.171371809E-1,-2.020271480E-2,-1.952856592E0
2.438323842E1,6.848418309E-1,2.101471764E-1,-2.357167581E0
2.439330842E1,6.980863591E-1,3.222406393E-1,-2.903523225E0
2.440337842E1,6.291984111E-1,2.936845922E-1,-3.344317331E0
2.441344842E1,4.915586822E-1,2.697326428E-1,-3.528982927E0
2.442351842E1,2.943130948E-1,3.388084325E-1,-3.557175277E0
2.443358842E1,1.538902375E-1,4.420576894E-1,-3.487425596E0
2.444365842E1,-1.708891167E-1,4.941765538E-1,-3.218641371E0
2.445372842E1,-5.491672781E-1,5.277813792E-1,-3.017546854E0
2.446379842E1,-7.872313278E-1,5.305055970E-1,-2.906604708E0
2.447386842E1,-8.246449564E-1,5.585017732E-1,-2.783557071E0
2.448393842E1,-5.651347815E-1,5.854249853E-1,-2.615770048E0
2.449400942E1,-2.427580483E-1,5.739495322E-1,-2.438180169E0
2.450407942E1,-1.422754014E-1,5.491128990E-1,-2.148841812E0
2.451414942E1,-1.680451041E-1,5.462319759E-1,-1.822272479E0
2.452421942E1,-3.679771947E-1,5.202358398E-1,-1.386069607E0
2.453428942E1,-5.104220923E-1,5.132665434E-1,-9.720364523E-1
2.454435942E1,-4.852611579E-1,4.395746693E-1,-6.987516260E-1
2.455442942E1,-4.258642642E-1,3.947849974E-1,-4.686537498E-1
2.456449942E1,-4.349841665E-1,4.067042542E-1,-2.757681388E-1
2.457456942E1,-4.539557500E-1,4.757075384E-1,-1.317506325E-1
2.458463942E1,-5.098549855E-1,6.614534068E-1,-1.465195298E-1
2.459470942E1,-5.420643729E-1,8.070894223E-1,-2.143144870E-1
2.460477942E1,-6.214714618E-1,9.796697000E-1,-1.358354974E-1
2.461484942E1,-7.602209191E-1,1.223988882E0,1.813443768E-1
2.462491942E1,-8.797013158E-1,1.436269707E0,6.969378197E-1
2.463498942E1,-8.676695001E-1,1.543237208E0,1.365882095E0
2.464506042E1,-6.966420968E-1,1.631323758E0,1.925935426E0
2.465513042E1,-5.948797868E-1,1.757863352E0,2.173887191E0
2.466520042E1,-5.160258445E-1,1.937729845E0,2.120230216E0
2.467527042E1,-3.807793079E-1,2.036725837E0,1.996019568E0
2.468534042E1,-2.517751126E-1,2.011436922E0,2.042058206E0
2.469541042E1,-2.935292025E-1,1.954174554E0,2.491608517E0
2.470548042E1,-4.760675807E-1,1.868741179E0,3.235611160E0
2.471555042E1,-6.773962788E-1,1.601077866E0,3.860607178E0
2.472562042E1,-6.819490671E-1,1.143765814E0,4.219795203E0
2.473569042E1,-6.039036486E-1,8.205368489E-1,3.914091659E0
2.474576042E1,-5.239945762E-1,4.243078816E-1,3.154047765E0
2.475583042E1,-2.213076107E-1,3.601811752E-2,2.171078188E0
2.476590042E1,8.901611075E-2,-1.627620716E-1,1.055977326E0
2.477597042E1,1.235013807E-1,-1.776315410E-1,3.334491670E-1
2.478604042E1,-1.723924358E-1,-7.874591500E-2,3.257811284E-1
2.479611142E1,-6.367147145E-1,-5.306991398E-2,4.877484173E-1
2.480618142E1,-9.960943826E-1,-9.177862778E-2,6.304783666E-1
2.481625142E1,-1.179816676E0,-6.601243347E-2,8.073595637E-1
2.482632092E1,-1.166966250E0,-4.076035559E-2,7.329397112E-1
2.483639092E1,-9.143201946E-1,-1.180044132E-1,5.198537242E-1
2.484646092E1,-5.008726390E-1,-1.315854487E-1,3.134429187E-1
2.485653092E1,-1.456893714E-1,-1.729083064E-1,-1.077524900E-2
2.486660092E1,8.347324267E-2,-3.432751206E-1,-3.811975300E-1
2.487667092E1,2.092831041E-1,-4.837549151E-1,-7.007332474E-1
2.488674092E1,2.350785345E-1,-5.632397720E-1,-9.047420168E-1
2.489681092E1,2.196192272E-1,-6.063814062E-1,-1.213591948E0
2.490688092E1,2.511922914E-1,-6.359488754E-1,-1.571445054E0
2.491695092E1,3.824587744E-1,-6.057930301E-1,-1.962857085E0
2.492702092E1,5.514415526E-1,-5.806706142E-1,-2.327722172E0
2.493709092E1,6.693519719E-1,-5.459241199E-1,-2.588680483E0
2.494716192E1,7.533400619E-1,-4.130360578E-1,-2.810585825E0
2.495723192E1,8.471814412E-1,-2.830178091E-1,-2.914190885E0
2.496730192E1,1.028187410E0,-1.398675911E-1,-2.900812456E0
2.497737192E1,1.141313053E0,-4.542891875E-2,-2.976039809E0
2.498744192E1,1.164207972E0,2.253312260E-2,-2.929549182E0
2.499751192E1,1.170305741E0,1.874615876E-1,-2.782240278E0
2.500758192E1,1.070017222E0,3.069156718E-1,-2.725576665E0
2.501765192E1,1.045705230E0,4.223750845E-1,-2.580719499E0
2.502772192E1,1.070800749E0,5.119130592E-1,-2.357365801E0
2.503779192E1,1.095234947E0,5.323126790E-1,-2.204597352E0
2.504786192E1,1.193308395E0,5.235943343E-1,-2.048323497E0
2.505793192E1,1.254814818E0,5.736985405E-1,-1.872788914E0
2.506800192E1,1.073811041E0,5.520514172E-1,-1.641561356E0
2.507807192E1,9.645676576E-1,5.634324378E-1,-1.435216624E0
2.508814292E1,9.238599269E-1,6.494210064E-1,-1.296068094E0
2.509821292E1,8.593743476E-1,6.978838992E-1,-1.160920814E0
