"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.630701439E2,-3.998332641E-1,5.725783601E-1,6.119204736E-1
1.630802139E2,-3.524802460E-1,6.022028397E-1,6.127326518E-1
1.630902839E2,-3.274440765E-1,6.758078827E-1,6.792400521E-1
1.631003549E2,-4.822879949E-1,8.294520986E-1,1.026234879E0
1.631104249E2,-5.961173500E-1,9.647664629E-1,1.392180532E0
1.631204949E2,-4.880588313E-1,1.014245017E0,1.708769252E0
1.631305659E2,-2.607018375E-1,1.081682417E0,2.096843693E0
1.631406359E2,-6.153829023E-2,1.182748616E0,2.499696971E0
1.631507059E2,3.840597421E-2,1.185346972E0,2.653169425E0
1.631607759E2,9.832480498E-2,1.046262470E0,2.763194143E0
1.631708469E2,1.063423609E-1,1.031737401E0,2.820808513E0
1.631809169E2,2.747811288E-2,1.025569027E0,2.976989397E0
1.631909869E2,-1.547439310E-1,9.635487802E-1,3.411128202E0
1.632010579E2,-2.326521593E-1,7.761858644E-1,3.787011198E0
1.632111279E2,-1.670718350E-1,4.824985678E-1,3.815738568E0
1.632211979E2,-6.771660447E-3,1.443342791E-1,3.375120463E0
1.632312679E2,2.395901730E-1,-1.758024589E-1,2.567677284E0
1.632413389E2,5.093846501E-1,-4.423977781E-1,1.477973803E0
1.632514089E2,4.258690151E-1,-5.348665966E-1,5.947664970E-1
1.632614789E2,-2.879965670E-2,-4.033327496E-1,3.325738388E-1
1.632715499E2,-4.572233934E-1,-1.765593079E-1,4.116966069E-1
1.632816199E2,-6.137031434E-1,-2.390546411E-2,2.328618550E-1
1.632916899E2,-6.489386842E-1,4.411212578E-2,1.411704969E-1
1.633017599E2,-5.366844960E-1,7.209982350E-2,9.005296826E-2
1.633118309E2,-3.902988674E-1,7.079165518E-2,-2.843442500E-2
1.633219009E2,-1.727909236E-1,-1.964415953E-2,-1.074496043E-1
1.633319709E2,-2.530017123E-3,-2.146078710E-1,-3.113051766E-1
1.633420419E2,3.871163741E-2,-4.449441674E-1,-4.216573387E-1
1.633521119E2,1.642205134E-2,-6.691547745E-1,-4.363098764E-1
1.633621819E2,-8.958124414E-2,-8.855573022E-1,-5.477712554E-1
1.633722519E2,-1.929589205E-1,-1.088717348E0,-8.413108367E-1
1.633823229E2,-1.869719564E-1,-1.246441313E0,-1.110849352E0
1.633923929E2,-6.763152748E-2,-1.296580895E0,-1.407041230E0
1.634024629E2,6.912812233E-2,-1.287911959E0,-1.696930395E0
1.634125339E2,1.002475888E-1,-1.153320091E0,-1.781489319E0
1.634226039E2,1.001807843E-1,-1.003869498E0,-1.881665572E0
1.634326739E2,1.941695134E-1,-8.628861123E-1,-2.016153871E0
1.634427449E2,3.675902552E-1,-6.858686750E-1,-2.154842225E0
1.634528149E2,4.657422750E-1,-4.735075235E-1,-2.209393823E0
1.634628849E2,5.923999096E-1,-2.131393428E-1,-2.315436003E0
1.634729549E2,6.920001385E-1,-4.210287631E-3,-2.281153193E0
1.634830259E2,6.960961130E-1,1.829586469E-1,-2.236757623E0
1.634930959E2,7.092796840E-1,3.658665691E-1,-2.173212422E0
1.635031659E2,7.398792598E-1,4.785709199E-1,-1.993697054E0
1.635132369E2,7.514152316E-1,5.618823409E-1,-1.729201763E0
1.635233069E2,6.684490156E-1,6.468656270E-1,-1.480491614E0
1.635333769E2,4.695882811E-1,6.484750731E-1,-1.145339738E0
1.635434469E2,3.470673323E-1,5.549124599E-1,-9.980495453E-1
1.635535179E2,4.633379730E-1,3.854803231E-1,-1.038412290E0
1.635635879E2,7.046878655E-1,2.740372168E-1,-8.637220448E-1
1.635736579E2,7.160085136E-1,3.012456268E-1,-6.091003615E-1
1.635837289E2,5.641265023E-1,3.469408862E-1,-3.237451279E-1
1.635937989E2,4.283366132E-1,4.372680889E-1,-1.076618582E-1
1.636038689E2,3.167359243E-1,5.722092547E-1,2.211416960E-3
1.636139389E2,2.478598901E-1,7.032380484E-1,1.741096169E-1
1.636240099E2,1.738727316E-1,8.243094724E-1,4.987242258E-1
1.636340799E2,9.623998024E-2,9.516023339E-1,9.003185982E-1
1.636441499E2,1.256577607E-1,1.101140927E0,1.244214985E0
1.636542209E2,1.849803217E-1,1.382992948E0,1.376883631E0
1.636642909E2,2.757918200E-1,1.591972728E0,1.463106088E0
1.636743609E2,3.453030811E-1,1.625399944E0,1.581022208E0
1.636844309E2,2.831419893E-1,1.785948114E0,1.715229841E0
1.636945019E2,1.475120216E-1,1.858985684E0,2.127553269E0
1.637045719E2,-6.824862801E-2,1.851613807E0,3.059920456E0
1.637146419E2,-1.757487376E-1,1.704096450E0,4.012685071E0
1.637247129E2,1.338532913E-1,1.255842466E0,4.450477801E0
1.637347829E2,4.056529248E-1,6.964248727E-1,4.496504159E0
1.637448529E2,6.536404303E-1,7.004456375E-2,4.467944604E0
1.637549229E2,9.837758341E-1,-5.545725904E-1,3.947522530E0
1.637649939E2,1.311614671E0,-1.028240182E0,3.221268525E0
1.637750639E2,1.523002042E0,-1.233933972E0,2.755143696E0
1.637851339E2,1.582892148E0,-1.287074930E0,2.414869074E0
1.637952049E2,1.540553629E0,-1.227852722E0,2.175402789E0
1.638052749E2,1.419164847E0,-9.971788218E-1,1.905529813E0
1.638153449E2,1.543879233E0,-7.072087464E-1,1.382325050E0
1.638254159E2,1.807252005E0,-5.338097124E-1,9.809148645E-1
1.638354859E2,1.874342519E0,-3.992472269E-1,6.821817863E-1
1.638455559E2,1.877042471E0,-3.108520174E-1,2.092718482E-1
1.638556259E2,1.810554220E0,-3.410707933E-1,-1.415365326E-1
1.638656969E2,1.788454230E0,-3.765712130E-1,-3.933948219E-1
1.638757669E2,1.796312011E0,-4.790134080E-1,-7.332238859E-1
1.638858369E2,1.918132902E0,-6.361302853E-1,-1.130657964E0
1.638959079E2,2.020423508E0,-7.982067709E-1,-1.665775260E0
1.639059779E2,1.985707711E0,-9.713926739E-1,-2.156763620E0
1.639160479E2,1.835207689E0,-1.027007150E0,-2.524109681E0
1.639261179E2,1.625365884E0,-1.014352167E0,-3.037979364E0
1.639361889E2,1.438578773E0,-9.921194454E-1,-3.545919387E0
1.639462589E2,1.226520726E0,-8.077273536E-1,-3.872557132E0
1.639563289E2,1.026680291E0,-5.898478192E-1,-4.012923637E0
1.639663973E2,8.134210798E-1,-3.705089660E-1,-3.931606994E0
1.639764673E2,5.065271889E-1,-1.319454910E-1,-3.758140571E0
1.639865373E2,2.200162531E-1,3.345075130E-2,-3.633363327E0
1.639966073E2,1.858170582E-1,2.030148889E-1,-3.653330399E0
1.640066783E2,2.796480587E-1,3.214699763E-1,-3.570054939E0
1.640167483E2,3.923097248E-1,3.918749844E-1,-3.338716283E0
1.640268183E2,3.876825307E-1,4.431020021E-1,-3.023592875E0
1.640368893E2,2.027656513E-1,4.532008745E-1,-2.487599666E0
1.640469593E2,1.211969930E-1,5.450081536E-1,-2.119759516E0
1.640570293E2,2.154773520E-1,6.122699178E-1,-1.942639167E0
1.640670993E2,1.893642716E-1,6.573422295E-1,-1.581881749E0
1.640771703E2,1.115015785E-1,7.622904680E-1,-1.026309139E0
1.640872403E2,3.396282122E-2,8.941228884E-1,-4.021106815E-1
1.640973103E2,-2.226824373E-2,9.906432427E-1,1.519439918E-1
1.641073813E2,-5.738720566E-2,1.005149088E0,7.185350955E-1
1.641174513E2,1.897216827E-2,1.107979831E0,1.078275098E0
1.641275213E2,2.050986904E-1,1.159556439E0,1.072299829E0
1.641375923E2,2.772812520E-1,1.209976833E0,1.102406557E0
1.641476623E2,2.014183067E-1,1.299305259E0,1.271254849E0
1.641577323E2,-8.856499806E-2,1.431127519E0,1.466449526E0
1.641678023E2,-3.634693569E-1,1.605691904E0,1.759711949E0
1.641778733E2,-5.035965644E-1,1.734304189E0,2.164420549E0
1.641879433E2,-4.307406959E-1,1.732371831E0,2.485391173E0
1.641980133E2,-1.888394840E-1,1.804247998E0,2.631836443E0
1.642080843E2,8.259791449E-2,1.842960220E0,2.731815645E0
1.642181543E2,2.110945715E-1,1.868524247E0,3.018804590E0
1.642282243E2,2.563023193E-1,1.915677364E0,3.431149068E0
1.642382943E2,1.348193975E-1,1.806484558E0,4.038787041E0
1.642483653E2,-1.531795084E-2,1.627091836E0,4.667044635E0
1.642584353E2,5.466123372E-3,1.283340459E0,4.897438965E0
1.642685053E2,1.538748886E-1,7.335231902E-1,4.598103624E0
1.642785763E2,3.616479492E-1,1.674067343E-1,3.995100739E0
1.642886463E2,6.805966061E-1,-3.819452427E-1,3.007298439E0
1.642987163E2,8.076934397E-1,-8.201739561E-1,1.955717635E0
1.643087863E2,5.311161925E-1,-9.212901487E-1,1.388605544E0
1.643188573E2,-4.536723062E-2,-7.414487987E-1,1.333354619E0
1.643289273E2,-4.429045124E-1,-5.468241526E-1,1.287776157E0
1.643389973E2,-5.338731547E-1,-4.663850302E-1,1.030696304E0
1.643490683E2,-2.904056199E-1,-3.874311005E-1,7.363778740E-1
1.643591383E2,1.016132060E-1,-3.151079133E-1,4.742735088E-1
1.643692083E2,3.998400615E-1,-2.535636297E-1,1.751077366E-1
1.643792783E2,5.553280507E-1,-2.997072244E-1,-4.122696340E-2
1.643893493E2,6.454822489E-1,-3.883285019E-1,-2.591813421E-1
1.643994193E2,6.954574509E-1,-5.001725811E-1,-5.054537863E-1
1.644094893E2,6.016363176E-1,-6.946549205E-1,-6.586502516E-1
1.644195603E2,4.160982446E-1,-8.814721450E-1,-8.075525218E-1
1.644296303E2,3.997731109E-1,-1.087471964E0,-1.165059473E0
1.644397003E2,3.450336707E-1,-1.268661755E0,-1.380925811E0
1.644497713E2,3.756254259E-1,-1.403246680E0,-1.638958760E0
1.644598413E2,4.951986471E-1,-1.405172168E0,-1.898233657E0
1.644699113E2,5.216094969E-1,-1.311483985E0,-2.129429056E0
1.644799813E2,4.806598377E-1,-1.183582356E0,-2.409447536E0
1.644900523E2,5.341147909E-1,-1.039138880E0,-2.461522838E0
1.645001223E2,6.008106907E-1,-8.766992091E-1,-2.158452296E0
1.645101923E2,7.715091151E-1,-6.021046065E-1,-1.989449052E0
1.645202633E2,9.130598272E-1,-3.188735202E-1,-2.012330961E0
1.645303333E2,9.333219644E-1,-8.386135161E-2,-2.072722174E0
1.645404033E2,8.912649156E-1,1.811474718E-1,-2.068923823E0
1.645504733E2,7.669121072E-1,3.986919607E-1,-2.052799541E0
1.645605443E2,6.588054952E-1,5.301771297E-1,-2.116654059E0
1.645706143E2,6.341450825E-1,5.640879107E-1,-2.137013479E0
1.645806843E2,6.000653900E-1,5.283491439E-1,-1.904148701E0
1.645907553E2,5.760247821E-1,4.667580825E-1,-1.593183832E0
1.646008253E2,6.119169652E-1,4.245501025E-1,-1.449328879E0
1.646108953E2,8.316904128E-1,3.541450945E-1,-1.567308733E0
1.646209663E2,1.011332080E0,1.862300178E-1,-1.401044326E0
1.646310363E2,9.690808310E-1,2.166777854E-1,-9.775971544E-1
1.646411063E2,8.810905411E-1,2.792973720E-1,-6.556278259E-1
1.646511763E2,8.137298128E-1,3.413347220E-1,-4.078362751E-1
1.646612473E2,7.510645448E-1,4.490142681E-1,-1.057708687E-1
1.646713173E2,8.348028857E-1,5.365133187E-1,1.265846175E-1
1.646813873E2,9.823449473E-1,6.713088888E-1,2.320069921E-1
1.646914583E2,1.015182106E0,7.831332336E-1,3.636517900E-1
1.647015283E2,8.852063231E-1,9.179065843E-1,5.043615264E-1
1.647115983E2,6.373162468E-1,1.255015670E0,6.058686054E-1
1.647216683E2,4.103111091E-1,1.659390686E0,6.368798983E-1
1.647317393E2,2.698886172E-1,1.812450765E0,6.524247211E-1
1.647418093E2,1.945595227E-1,1.925036271E0,8.345052624E-1
1.647518793E2,2.570251814E-1,2.003245996E0,1.453861640E0
1.647619503E2,2.368866397E-1,1.915556619E0,2.711732213E0
1.647720203E2,-2.000902578E-2,1.536567728E0,4.087128897E0
1.647820903E2,-1.528697522E-1,8.361452602E-1,5.176228361E0
1.647921603E2,3.848643921E-1,1.679413891E-1,5.806204451E0
1.648022313E2,1.188242733E0,-7.072611520E-1,5.558473127E0
1.648123013E2,2.185470233E0,-1.675359432E0,4.578400846E0
1.648223713E2,2.715805383E0,-2.235218343E0,3.312538299E0
1.648324423E2,2.772842341E0,-2.157994751E0,2.539819980E0
1.648425123E2,2.165050586E0,-1.614595313E0,2.367608369E0
1.648525823E2,1.167437755E0,-1.090280748E0,2.172620684E0
1.648626533E2,7.331886564E-1,-6.102677581E-1,1.532762214E0
1.648727233E2,6.512816636E-1,-2.695702364E-1,9.094075102E-1
1.648827933E2,6.265930380E-1,5.125508443E-2,6.467388886E-1
1.648928633E2,7.227754232E-1,3.515837216E-1,4.477575552E-1
1.649029343E2,7.946397500E-1,4.709084362E-1,8.714631736E-2
1.649130043E2,8.334442120E-1,3.941454582E-1,-1.746586704E-1
1.649230743E2,1.007989520E0,2.042142990E-1,-3.968019944E-1
1.649331453E2,1.419016328E0,-4.733408779E-2,-6.982920349E-1
1.649432153E2,1.713191648E0,-3.323108603E-1,-1.128090452E0
1.649532853E2,1.637999086E0,-5.832610770E-1,-1.488900495E0
1.649633550E2,1.481378637E0,-7.608247903E-1,-1.943093496E0
1.649734260E2,1.440979055E0,-8.568962976E-1,-2.524892623E0
1.649834960E2,1.316694439E0,-8.486872454E-1,-3.041078389E0
1.649935660E2,1.048705656E0,-7.783326696E-1,-3.448641014E0
1.650036370E2,7.073723953E-1,-5.889705907E-1,-3.649083567E0
1.650137070E2,4.060258310E-1,-3.153410710E-1,-3.682537826E0
1.650237770E2,2.558488677E-1,-1.156435999E-1,-3.651781472E0
1.650338480E2,2.344814607E-1,1.096554664E-1,-3.650255349E0
1.650439180E2,3.257119851E-1,3.339210373E-1,-3.690462558E0
1.650539880E2,3.852408066E-1,4.440037890E-1,-3.619018353E0
1.650640580E2,3.517771183E-1,6.063878381E-1,-3.389594076E0
1.650741290E2,3.957766852E-1,7.532023600E-1,-3.213260179E0
1.650841990E2,3.955555873E-1,8.214247486E-1,-2.814950772E0
1.650942690E2,3.307215871E-1,9.507372384E-1,-2.191001991E0
1.651043400E2,2.366675153E-1,1.089381153E0,-1.707466493E0
1.651144100E2,1.926107188E-1,1.179033587E0,-1.293157935E0
1.651244800E2,1.646824434E-1,1.230179475E0,-7.715120387E-1
1.651345500E2,1.820527670E-1,1.295254746E0,-3.209893352E-1
1.651446210E2,1.124412992E-1,1.297113576E0,1.608808762E-1
1.651546910E2,5.545879394E-2,1.294545333E0,5.704374021E-1
1.651647610E2,1.033694903E-1,1.305463692E0,9.192349255E-1
1.651748320E2,3.174739160E-1,1.288425198E0,1.232005414E0
1.651849020E2,4.847354201E-1,1.275511476E0,1.674084154E0
1.651949720E2,5.000706933E-1,1.391583677E0,2.229515846E0
1.652050430E2,2.442359320E-1,1.422730041E0,2.512283687E0
1.652151130E2,4.737648010E-2,1.460889701E0,2.751658171E0
1.652251830E2,-2.456179214E-1,1.485078463E0,2.622633510E0
1.652352530E2,-4.470882683E-1,1.378556227E0,2.312291955E0
1.652453240E2,-6.018135613E-1,1.330698813E0,2.330358682E0
1.652553940E2,-8.619154014E-1,1.271990722E0,2.538274561E0
1.652654640E2,-9.822265412E-1,1.341069435E0,2.528945328E0
1.652755350E2,-8.877644800E-1,1.460604795E0,2.442348064E0
1.652856050E2,-7.020599806E-1,1.534766493E0,2.453046130E0
1.652956750E2,-5.359630957E-1,1.606335682E0,2.539090247E0
1.653057460E2,-4.462152059E-1,1.556490069E0,2.805045589E0
1.653158160E2,-3.968161739E-1,1.415269432E0,3.194831509E0
1.653258860E2,-3.207684566E-1,1.128027375E0,3.542770076E0
1.653359560E2,-2.231389587E-1,6.906616377E-1,3.685666671E0
1.653460270E2,-6.271913543E-2,1.388031055E-1,3.291207656E0
1.653560970E2,2.629167628E-1,-3.507640882E-1,2.337640219E0
1.653661670E2,7.357578499E-1,-7.887228794E-1,1.144974287E0
1.653762380E2,8.277289242E-1,-9.204802363E-1,5.015782517E-1
1.653863080E2,5.895784087E-1,-7.670791183E-1,3.666940963E-1
1.653963780E2,4.600136116E-2,-6.973898095E-1,3.505739075E-1
1.654064480E2,-4.969832173E-1,-6.156284854E-1,4.030965221E-1
1.654165190E2,-7.330389677E-1,-5.032202961E-1,3.001931280E-1
1.654265890E2,-6.443268391E-1,-5.006735413E-1,5.897735596E-2
1.654366590E2,-3.675043742E-1,-4.937383050E-1,-1.462353551E-1
1.654467300E2,-3.060001440E-2,-5.426299448E-1,-3.351390123E-1
1.654568000E2,2.432680716E-1,-6.637202261E-1,-2.878262669E-1
1.654668700E2,4.648227272E-1,-6.822823584E-1,-2.745601040E-1
1.654769410E2,5.361373428E-1,-7.873636942E-1,-4.077327794E-1
1.654870110E2,5.474446884E-1,-9.316881792E-1,-5.936882704E-1
1.654970810E2,5.725155026E-1,-1.066799791E0,-9.627499044E-1
1.655071510E2,5.609565074E-1,-1.212840580E0,-1.316067910E0
1.655172220E2,5.522470066E-1,-1.244475625E0,-1.615064113E0
1.655272920E2,6.360909627E-1,-1.233933534E0,-1.957161897E0
1.655373620E2,7.184006095E-1,-1.215275946E0,-2.164316468E0
1.655474330E2,7.560675687E-1,-1.126928025E0,-2.284403660E0
1.655575030E2,7.865735161E-1,-9.817624184E-1,-2.457951359E0
1.655675730E2,9.007159165E-1,-7.678404258E-1,-2.755434303E0
1.655776430E2,9.813076513E-1,-4.589728072E-1,-2.887101905E0
1.655877140E2,9.942272204E-1,-1.083490522E-1,-2.868884320E0
1.655977840E2,9.236221645E-1,1.696689489E-1,-2.868306615E0
1.656078540E2,8.333605968E-1,4.420495033E-1,-2.702565533E0
1.656179250E2,6.746984466E-1,6.847148001E-1,-2.480856657E0
1.656279950E2,5.216863878E-1,8.026385218E-1,-2.250525477E0
1.656380650E2,4.929286118E-1,8.918956840E-1,-2.004931895E0
1.656481360E2,5.597002331E-1,8.695670678E-1,-1.769799566E0
1.656582060E2,6.623054923E-1,7.996318835E-1,-1.488428040E0
1.656682760E2,7.080346656E-1,7.233096394E-1,-1.186972498E0
1.656783460E2,7.157554753E-1,5.631840773E-1,-8.926183999E-1
1.656884170E2,7.676828434E-1,4.060904427E-1,-6.497817796E-1
1.656984870E2,8.212661429E-1,3.099284497E-1,-4.531703228E-1
1.657085570E2,8.455872709E-1,3.308212821E-1,-2.371747613E-1
1.657186280E2,8.188602329E-1,3.245931204E-1,-4.130063832E-2
1.657286980E2,6.987975267E-1,3.579454923E-1,2.304153800E-1
1.657387680E2,5.743812760E-1,4.766813922E-1,4.156119025E-1
1.657488390E2,4.842166259E-1,5.560105669E-1,5.771926904E-1
1.657589090E2,4.326099776E-1,6.732023634E-1,7.836268848E-1
1.657689790E2,4.749335863E-1,8.635132992E-1,9.079223174E-1
1.657790490E2,4.640052134E-1,1.098543302E0,1.078848125E0
1.657891200E2,3.927075548E-1,1.403515213E0,1.175935879E0
1.657991900E2,3.462675793E-1,1.582447175E0,1.201703389E0
1.658092600E2,2.069016793E-1,1.626467061E0,1.265101824E0
1.658193310E2,3.705424413E-2,1.665774237E0,1.468518856E0
1.658294010E2,-1.003336159E-1,1.653458101E0,1.943948359E0
1.658394710E2,-2.785935134E-1,1.510713241E0,2.786189488E0
1.658495420E2,-4.416720656E-1,1.153681595E0,3.889717541E0
1.658596120E2,-3.547849260E-1,5.289635400E-1,4.662110755E0
1.658696820E2,-1.346839613E-1,-1.363702983E-1,4.625665060E0
1.658797520E2,2.104273311E-1,-8.264733077E-1,4.234908502E0
1.658898230E2,9.142816760E-1,-1.510202779E0,3.398152646E0
1.658998930E2,1.499257522E0,-1.848202834E0,2.524573950E0
1.659099630E2,1.998737500E0,-1.813903944E0,1.852186249E0
1.659200340E2,2.099373783E0,-1.480515296E0,1.405347877E0
1.659301040E2,1.678014798E0,-1.115335774E0,1.206837829E0
1.659401740E2,1.298782079E0,-6.974909663E-1,1.004355183E0
1.659502440E2,1.227956510E0,-3.985715081E-1,7.577237195E-1
1.659603142E2,1.125304692E0,-6.189365476E-2,3.926797074E-1
1.659703842E2,1.023320773E0,1.413893290E-1,-2.507286072E-3
1.659804542E2,9.247294079E-1,2.089467430E-1,-2.780503070E-1
1.659905252E2,8.533520810E-1,2.613746327E-1,-6.698617029E-1
1.660005952E2,8.179675093E-1,1.789183670E-1,-1.004862721E0
1.660106652E2,8.498314724E-1,1.042327586E-1,-1.265731570E0
1.660207362E2,9.423814210E-1,1.756357402E-2,-1.524517640E0
1.660308062E2,9.843562433E-1,-3.255437315E-2,-1.984159661E0
1.660408762E2,9.392620777E-1,-4.167310596E-3,-2.425784656E0
1.660509462E2,7.604135118E-1,8.594369128E-2,-2.824647794E0
1.660610172E2,5.176398222E-1,1.820675312E-1,-3.142739834E0
1.660710872E2,2.690326580E-1,3.874177980E-1,-3.277775432E0
1.660811572E2,7.719516031E-2,6.592129000E-1,-3.389740841E0
1.660912282E2,-1.170922476E-1,8.268192436E-1,-3.464917324E0
1.661012982E2,-2.411183428E-1,1.005066496E0,-3.430124052E0
1.661113682E2,-2.747504309E-1,1.167005426E0,-3.372872209E0
1.661214392E2,-3.589755524E-1,1.271119633E0,-3.161565530E0
1.661315092E2,-5.418238331E-1,1.394686941E0,-2.834264710E0
1.661415792E2,-6.827109593E-1,1.391662176E0,-2.435070035E0
1.661516492E2,-7.205494612E-1,1.282053780E0,-2.113663208E0
1.661617202E2,-5.809495264E-1,1.106253587E0,-1.847371652E0
1.661717902E2,-4.927066369E-1,9.545715500E-1,-1.404766079E0
1.661818602E2,-5.898185831E-1,8.493196218E-1,-8.566083223E-1
1.661919312E2,-6.461848649E-1,7.720840426E-1,-4.273846865E-1
1.662020012E2,-5.392650184E-1,7.480132484E-1,-2.588445425E-2
1.662120712E2,-4.192542062E-1,7.163556920E-1,3.318487841E-1
1.662221422E2,-2.875539328E-1,7.376503743E-1,5.688142151E-1
1.662322122E2,-2.064754904E-1,7.572398624E-1,5.313031572E-1
1.662422822E2,-2.183595908E-1,7.686020257E-1,3.785621899E-1
1.662523522E2,-4.213958951E-1,8.085328075E-1,4.057470649E-1
1.662624232E2,-6.940101188E-1,8.271506345E-1,6.000044328E-1
1.662724932E2,-9.007792126E-1,8.722005075E-1,8.795066035E-1
1.662825632E2,-8.894285244E-1,9.400359567E-1,1.072818477E0
1.662926342E2,-7.524503350E-1,9.062698942E-1,1.261561920E0
1.663027042E2,-5.559102872E-1,8.831713459E-1,1.674249630E0
1.663127742E2,-4.254707466E-1,9.100473417E-1,2.186439409E0
1.663228442E2,-2.831932256E-1,1.021602422E0,2.566650513E0
1.663329152E2,-1.526866613E-1,1.160877983E0,2.637236347E0
1.663429852E2,-7.351938128E-2,1.150573581E0,2.553365639E0
1.663530552E2,-1.071997820E-1,1.193756584E0,2.668429488E0
1.663631262E2,-3.031736731E-1,1.169068909E0,3.019096951E0
1.663731962E2,-5.020580889E-1,1.062028829E0,3.488452367E0
1.663832662E2,-4.847884836E-1,8.430993538E-1,3.838916931E0
1.663933372E2,-3.097911132E-1,5.160392200E-1,3.744012528E0
1.664034072E2,-1.281170996E-1,1.315748506E-1,3.324481822E0
1.664134772E2,1.507436315E-1,-2.500155392E-1,2.602103351E0
1.664235482E2,4.175711583E-1,-6.112918248E-1,1.752117586E0
1.664336182E2,3.415879796E-1,-7.307773378E-1,1.207819576E0
1.664436882E2,-9.263268672E-2,-5.967212212E-1,1.074010139E0
1.664537582E2,-4.648052587E-1,-3.680779861E-1,9.744507676E-1
1.664638292E2,-5.884305272E-1,-2.683642481E-1,7.765043914E-1
1.664738992E2,-5.212971825E-1,-2.280221146E-1,6.740073788E-1
1.664839692E2,-2.830460219E-1,-1.760440220E-1,5.537418473E-1
1.664940402E2,2.715154588E-2,-1.769287057E-1,4.093629831E-1
1.665041102E2,3.066122013E-1,-2.134607935E-1,1.657814276E-1
1.665141802E2,5.079767867E-1,-3.133680743E-1,-6.010762274E-2
1.665242502E2,5.836211924E-1,-4.162274681E-1,-3.357102853E-1
1.665343212E2,5.856491529E-1,-4.952458633E-1,-5.515222442E-1
1.665443912E2,5.329513411E-1,-5.315583151E-1,-8.171092111E-1
1.665544612E2,3.403520244E-1,-5.946073797E-1,-1.023557439E0
1.665645322E2,2.358142604E-1,-6.895732516E-1,-1.282894902E0
1.665746022E2,3.359133299E-1,-7.645763639E-1,-1.604067255E0
1.665846722E2,4.549522617E-1,-8.400870144E-1,-1.716351922E0
1.665947432E2,5.786958633E-1,-8.051307513E-1,-1.723157496E0
1.666048132E2,8.005355707E-1,-7.517822175E-1,-1.756329920E0
1.666148832E2,1.102081160E0,-6.751770412E-1,-1.869557158E0
1.666249542E2,1.296841973E0,-4.077447662E-1,-2.094857978E0
1.666350242E2,1.292994213E0,-3.930403344E-2,-2.292899079E0
1.666450942E2,1.206806839E0,3.833367339E-1,-2.350877146E0
1.666551642E2,1.078553718E0,7.603777707E-1,-2.319786916E0
1.666652352E2,1.044191605E0,1.057097506E0,-2.206987109E0
1.666753052E2,1.036783256E0,1.272228557E0,-2.031332073E0
1.666853752E2,9.077841769E-1,1.429103213E0,-1.630603673E0
1.666954462E2,7.197424724E-1,1.446139661E0,-1.281555889E0
1.667055162E2,6.956150334E-1,1.331873080E0,-1.150236781E0
1.667155862E2,8.281786481E-1,1.156936959E0,-1.164884641E0
1.667256572E2,9.463467103E-1,8.096715528E-1,-9.642193097E-1
1.667357272E2,9.280705069E-1,5.056321263E-1,-6.525796723E-1
1.667457972E2,9.269982006E-1,3.288593951E-1,-3.599692136E-1
1.667558672E2,9.463254411E-1,1.399516448E-1,-1.932036996E-1
1.667659382E2,9.183482683E-1,1.709141135E-2,-3.936637938E-2
1.667760082E2,9.459799437E-1,-1.248558882E-1,1.531964654E-1
1.667860782E2,9.236834141E-1,-1.852413999E-1,5.429332691E-1
1.667961492E2,7.626627164E-1,-7.857342213E-2,1.141934904E0
1.668062192E2,5.091845291E-1,8.247614622E-2,1.426798972E0
1.668162892E2,3.588035712E-1,1.822781771E-1,1.463465692E0
1.668263602E2,3.296791747E-1,3.797117525E-1,1.304280508E0
1.668364302E2,3.245775522E-1,6.896755779E-1,1.024571346E0
1.668465002E2,3.364479847E-1,8.600880003E-1,9.487148327E-1
1.668565702E2,1.799448457E-1,1.053216271E0,1.039522676E0
1.668666412E2,-1.039503381E-2,1.263714572E0,1.248398083E0
1.668767112E2,-3.263126403E-2,1.349189756E0,1.497095368E0
1.668867812E2,1.600567111E-1,1.296586157E0,1.829062266E0
1.668968522E2,3.968067453E-1,9.936493693E-1,2.494647900E0
1.669069222E2,7.032915504E-1,5.755906995E-1,3.141887310E0
1.669169922E2,1.028577566E0,6.638577819E-2,3.201899039E0
1.669270632E2,1.243800418E0,-4.572445165E-1,2.905401936E0
1.669371332E2,1.565912126E0,-9.128294469E-1,2.319451870E0
1.669472032E2,1.905675994E0,-1.000455017E0,1.554019766E0
1.669572732E2,1.990141947E0,-8.717888635E-1,9.676329142E-1
1.669673440E2,1.788121816E0,-6.037292553E-1,6.131378639E-1
1.669774140E2,1.196582982E0,-3.054828847E-1,5.548335224E-1
1.669874840E2,9.575017360E-1,-5.364074841E-2,6.403186458E-1
1.669975550E2,1.000839471E0,1.748810108E-1,5.818833268E-1
1.670076250E2,1.018938212E0,3.027932386E-1,3.868038404E-1
1.670176950E2,1.008916961E0,2.996695098E-1,3.033032620E-1
1.670277660E2,9.977961416E-1,2.469765951E-1,3.579987019E-1
1.670378360E2,1.241045648E0,1.444971241E-1,1.926733571E-1
1.670479060E2,1.547257462E0,3.232486993E-2,5.073629022E-2
1.670579760E2,1.558018823E0,-1.013429184E-1,-9.990201831E-2
1.670680470E2,1.323982701E0,-1.760263342E-1,-3.515866452E-1
1.670781170E2,1.232605339E0,-2.271638896E-1,-6.825337887E-1
